SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot,N_APT,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_SchoolNearBy
150778.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
137513.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143389.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
98477.00,2013,2016,1,426,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
102601.00,2013,2016,1,426,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
99539.00,2013,2016,1,426,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
96469.00,2013,2016,1,426,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
102601.00,2013,2016,1,426,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
141884.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143389.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
99539.00,2013,2016,1,426,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143389.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
96469.00,2013,2016,1,426,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
100592.00,2013,2016,1,426,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
141884.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143389.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
141884.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
141884.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
99539.00,2013,2016,1,426,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
101548.00,2013,2016,1,426,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
98477.00,2013,2016,1,426,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
102601.00,2013,2016,1,426,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
102601.00,2013,2016,1,426,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
101548.00,2013,2016,1,426,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,1,644,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
103663.00,2013,2016,1,426,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
102601.00,2013,2016,1,426,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,1,644,19,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
146256.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,1,644,6,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,16,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
143238.00,2013,2016,1,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,1,644,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
247787.00,2006,2016,1,636,8,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
100000.00,1986,2016,1,508,10,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
276106.00,2015,2016,1,644,29,terraced,individual_heating,management_in_trust,175,13,1,2,1,5
105840.00,2014,2016,1,288,11,corridor,individual_heating,management_in_trust,11,1,1,2,1,8
168141.00,1992,2016,1,644,18,mixed,individual_heating,self_management,142,3,1,1,1,14
201769.00,2005,2016,1,572,4,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
247787.00,2014,2016,1,640,5,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
327433.00,2014,2016,1,907,5,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
374336.00,1993,2016,1,1761,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
336283.00,2005,2016,1,1184,7,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
309734.00,2005,2016,1,1184,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
376106.00,2014,2016,1,914,29,terraced,individual_heating,management_in_trust,467,5,0,0,0,0
353982.00,2006,2016,1,1192,13,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
299115.00,2007,2016,1,868,2,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
345132.00,1986,2016,1,1377,1,terraced,central_heating,management_in_trust,713,7,1,1,0,6
305309.00,1986,2016,1,1377,4,terraced,central_heating,management_in_trust,713,7,1,1,0,6
166371.00,1997,2016,2,644,8,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
353982.00,2013,2016,2,910,24,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
144752.00,2013,2016,2,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
140380.00,2013,2016,2,644,2,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
149274.00,2013,2016,2,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
150778.00,2013,2016,2,644,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
147761.00,2013,2016,2,644,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
141884.00,2013,2016,2,644,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
129203.00,1985,2016,2,587,6,corridor,individual_heating,self_management,80,1,1,2,1,4
53982.00,2014,2016,2,135,19,corridor,individual_heating,self_management,0,1,1,0,0,1
414159.00,2007,2016,2,1629,6,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
353982.00,2007,2016,2,1483,4,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
106194.00,1986,2016,2,508,3,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
314159.00,2006,2016,2,914,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
119469.00,1992,2016,2,576,1,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
256637.00,2014,2016,2,644,11,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
203539.00,2014,2016,2,843,14,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
80530.00,1992,2016,2,355,10,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
211061.00,2005,2016,2,572,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
132743.00,1992,2016,2,640,6,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
131858.00,1992,2016,2,640,6,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
331858.00,2007,2016,2,1103,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
292035.00,2014,2016,2,843,11,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
100000.00,2014,2016,2,288,4,corridor,individual_heating,management_in_trust,11,1,1,2,1,8
104424.00,2014,2016,2,281,15,corridor,individual_heating,management_in_trust,11,1,1,2,1,8
310619.00,2014,2016,2,846,14,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
168141.00,1993,2016,2,644,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
327433.00,2014,2016,2,846,13,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
210619.00,2005,2016,2,572,10,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
309734.00,2007,2016,2,868,4,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
278761.00,2006,2016,2,903,8,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
229203.00,1986,2016,2,914,6,terraced,central_heating,management_in_trust,713,7,1,1,0,6
507079.00,2007,2016,2,1387,38,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
262831.00,1986,2016,2,1313,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
513274.00,2007,2016,2,1643,32,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
276991.00,2009,2016,3,910,17,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
345132.00,2013,2016,3,907,31,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
353938.00,2013,2016,3,910,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
367256.00,2013,2016,3,910,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
353982.00,2013,2016,3,907,28,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
364601.00,2013,2016,3,910,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
252212.00,2006,2016,3,811,3,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
300884.00,2006,2016,3,910,19,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
280530.00,2006,2016,3,814,17,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
261061.00,2006,2016,3,814,3,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
115044.00,1985,2016,3,587,7,corridor,individual_heating,self_management,80,1,1,2,1,4
53274.00,2014,2016,3,135,14,corridor,individual_heating,self_management,0,1,1,0,0,1
53982.00,2014,2016,3,135,12,corridor,individual_heating,self_management,0,1,1,0,0,1
56637.00,2014,2016,3,135,18,corridor,individual_heating,self_management,0,1,1,0,0,1
60176.00,2014,2016,3,156,13,corridor,individual_heating,self_management,0,1,1,0,0,1
384955.00,2007,2016,3,1483,5,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
446902.00,2007,2016,3,1690,13,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
97345.00,1986,2016,3,508,8,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
185840.00,1986,2016,3,910,5,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
119469.00,1986,2016,3,547,4,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
310176.00,2014,2016,3,843,7,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
374336.00,2014,2016,3,1092,5,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
206637.00,2005,2016,3,572,11,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
99115.00,2014,2016,3,288,7,corridor,individual_heating,management_in_trust,11,1,1,2,1,8
230088.00,1993,2016,3,914,23,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
307964.00,2014,2016,3,843,6,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
169026.00,1993,2016,3,644,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
305309.00,2014,2016,3,843,19,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
309734.00,1993,2016,3,1761,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
238938.00,1993,2016,3,914,14,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
130973.00,1992,2016,3,640,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
289380.00,2005,2016,3,914,22,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
345132.00,1993,2016,3,1761,7,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
107964.00,2014,2016,3,288,13,corridor,individual_heating,management_in_trust,11,1,1,2,1,8
402654.00,2007,2016,3,1366,17,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
140707.00,1992,2016,3,644,7,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
243362.00,2014,2016,3,640,9,terraced,individual_heating,management_in_trust,90,10,1,0,1,17
250442.00,1992,2016,3,1448,14,mixed,individual_heating,self_management,142,3,1,1,1,14
123893.00,1992,2016,3,576,14,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
